Puzzle #,StartWord,Word 1,Word 2,Word 3,Word 4,EndWord,Letter 1,Letter 2,Letter 3,Letter 4,Letter 5,EasyH1a,EasyH1b,EasyH2a,EasyH2b,EasyH3a,EasyH3b,EasyH4a,EasyH4b
5930,KETO,VETO,VETS,SETS,SEES,SEER,V,S,S,E,R,4O,3T,3T,2E,4S,2E,1S,4S
5931,LOOK,BOOK,BOOS,BOSS,JOSS,JOBS,B,S,S,J,B,2O,4K,3O,2O,2O,1B,4S,3S
5932,STAY,STAT,SEAT,SENT,WENT,WANT,T,E,N,W,A,1S,2T,3A,4T,4T,2E,4T,2E
5933,POPE,POLE,POLL,TOLL,TELL,TEAL,L,L,T,E,A,1P,2O,1P,3L,3L,4L,1T,4L
5934,RAGE,RAPE,ROPE,HOPE,HOWE,HOWL,P,O,H,W,L,4E,1R,1R,4E,3P,4E,4E,2O
5935,BANK,BANE,MANE,MANA,NANA,NADA,E,M,A,N,D,3N,2A,2A,4E,1M,3N,3N,4A
5936,FLAT,FEAT,BEAT,BOAT,BOOT,LOOT,E,B,O,O,L,4T,3A,3A,2E,3A,1B,4T,2O
5937,SITE,CITE,CATE,CASE,CAST,VAST,C,A,S,T,V,4E,3T,3T,4E,4E,1C,3S,1C
5938,COOK,CORK,CORE,FORE,FIRE,FIVE,R,E,F,I,V,4K,1C,1C,3R,2O,3R,3R,1F
5939,WARN,WARE,HARE,HALE,HOLE,HOSE,E,H,L,O,S,3R,1W,2A,4E,4E,2A,4E,1H
5940,SNUG,SLUG,SLUR,SPUR,SPUN,STUN,L,R,P,N,T,3U,4G,3U,2L,4R,3U,3U,2P
5941,WORK,DORK,DIRK,DIRT,DIET,DIES,D,I,T,E,S,2O,4K,4K,3R,3R,2I,1D,4T
5942,MUGS,MAGS,GAGS,GALS,GALL,GILL,A,G,L,L,I,3G,1M,2A,3G,4S,1G,2A,1G
5943,LAZY,HAZY,HAZE,HARE,BARE,BARN,H,E,R,B,N,2A,3Z,1H,3Z,4E,2A,4E,3R
5944,HECK,HACK,HANK,HUNK,HUNT,AUNT,A,N,U,T,A,4K,3C,1H,4K,1H,3N,1H,2U
5945,SHIP,SKIP,SKID,SAID,LAID,LAIR,K,D,A,L,R,1S,4P,3I,1S,4D,1S,3I,2A
5946,FEED,FEND,FOND,FORD,FORE,GORE,N,O,R,E,G,1F,4D,3N,1F,2O,1F,1F,2O
5947,LIST,LAST,HAST,HASH,HATH,HATS,A,H,H,T,S,1L,4T,3S,2A,2A,3S,4H,2A
5948,HART,CART,CARP,CAMP,LAMP,LUMP,C,P,M,L,U,2A,4T,1C,3R,2A,4P,4P,2A
5949,SOFA,SOMA,SOME,SOLE,POLE,POLO,M,E,L,P,O,4A,1S,1S,3M,1S,4E,4E,2O
5950,DANK,SANK,SANS,SINS,SIMS,RIMS,S,S,I,M,R,4K,3N,1S,3N,1S,4S,1S,4S
5951,PERM,PERK,PARK,PARR,CARR,CARP,K,A,R,C,P,3R,2E,1P,4K,1P,2A,2A,4R
5952,RAPS,RAGS,RUGS,RUNS,RUNG,DUNG,G,U,N,G,D,2A,1R,3G,1R,1R,4S,2U,1R
5953,SECS,SEAS,SEAT,FEAT,FLAT,FLAX,A,T,F,L,X,4S,1S,1S,2E,2E,3A,3A,4T
5954,PALE,PANE,LANE,LAND,LEND,LEWD,N,L,D,E,W,1P,2A,3N,2A,2A,3N,1L,4D
5955,FAME,LAME,LANE,LAND,LAID,RAID,L,N,D,I,R,3M,4E,4E,1L,1L,2A,1L,2A
5956,SLID,SLIP,SHIP,SHIN,THIN,THIS,P,H,N,T,S,1S,3I,3I,1S,3I,2H,3I,4N
5957,QUAY,QUAD,QUID,QUIT,SUIT,SLIT,D,I,T,S,L,2U,3A,1Q,2U,2U,1Q,3I,4T
5958,BIKE,HIKE,HIDE,AIDE,AIDS,ADDS,H,D,A,S,D,3K,4E,1H,2I,2I,3D,1A,2I
5959,WALK,WALL,HALL,HALE,HAZE,HAZY,L,H,E,Z,Y,3L,1W,2A,3L,1H,3L,4E,1H
5960,EATS,BATS,BASS,BASE,EASE,EASY,B,S,E,E,Y,2A,4S,2A,1B,2A,1B,3S,2A
5961,RUMP,PUMP,PULP,PULL,HULL,HULA,P,L,L,H,A,4P,3M,4P,1P,2U,3L,2U,4L
5962,CHIP,CLIP,SLIP,SLIM,SLUM,SCUM,L,S,M,U,C,1C,4P,4P,2L,3I,2L,1S,4M
5963,CLAN,CLAW,FLAW,FLOW,BLOW,BROW,W,F,O,B,R,2L,3A,3A,2L,4W,2L,4W,2L
5964,WATT,MATT,MATS,MAYS,DAYS,DADS,M,S,Y,D,D,3T,2A,3T,1M,4S,1M,3Y,4S
5965,PLUG,PLUM,SLUM,SLIM,SKIM,SKIS,M,S,I,K,S,3U,2L,4M,3U,1S,2L,3I,1S
5966,RHEA,SHEA,SHES,SEES,SETS,VETS,S,S,E,T,V,3E,2H,2H,1S,1S,3E,1S,2E
5967,HAIR,PAIR,PAIN,CAIN,CHIN,SHIN,P,N,C,H,S,2A,3I,3I,2A,4N,3I,3I,4N
5968,BRIT,BRAT,BOAT,BOOT,FOOT,FORT,A,O,O,F,R,4T,2R,4T,3A,2O,4T,2O,3O
5969,SCUM,SCAM,SEAM,SEAT,SENT,GENT,A,E,T,N,G,1S,4M,3A,4M,1S,2E,4T,1S
5970,FORT,PORT,PART,PANT,PANG,FANG,P,A,N,G,F,2O,4T,4T,1P,2A,4T,3N,2A
5971,WIGS,WINS,BINS,BANS,BANK,YANK,N,B,A,K,Y,1W,4S,3N,2I,1B,4S,3N,1B
5972,SIFT,RIFT,RAFT,RANT,PANT,PANS,R,A,N,P,S,4T,2I,1R,3F,1R,2A,2A,4T
5973,TORE,LORE,LONE,LINE,LINN,LIEN,L,N,I,N,E,2O,4E,4E,1L,1L,3N,3N,2I
5974,EYES,DYES,DIES,TIES,TINS,TINY,D,I,T,N,Y,4S,2Y,3E,4S,2I,3E,1T,2I
5975,BURY,BURN,BARN,BARE,MARE,MARC,N,A,E,M,C,2U,3R,1B,3R,2A,3R,4E,2A
5976,DRIP,DROP,CROP,COOP,COMP,CAMP,O,C,O,M,A,4P,1D,2R,4P,4P,3O,2O,4P
5977,MEND,BEND,BEAD,BEAT,BOAT,BOUT,B,A,T,O,U,3N,4D,2E,1B,3A,2E,4T,3A
5978,VAIL,TAIL,TALL,TALE,TAME,TOME,T,L,E,M,O,3I,2A,2A,4L,3L,1T,1T,4E
5979,JAKE,BAKE,BASE,BASS,BOSS,MOSS,B,S,S,O,M,3K,4E,1B,2A,2A,1B,3S,4S
5980,JOCK,JACK,MACK,MACE,MAGE,WAGE,A,M,E,G,W,4K,3C,3C,2A,2A,1M,2A,1M
5981,WAVY,WARY,WARE,WIRE,WISE,WISH,R,E,I,S,H,2A,4Y,2A,1W,4E,1W,4E,1W
5982,WRIT,WHIT,CHIT,CHIN,COIN,JOIN,H,C,N,O,J,4T,3I,4T,2H,2H,3I,4N,1C
5983,QUIT,SUIT,SKIT,SKIN,SHIN,THIN,S,K,N,H,T,2U,3I,4T,3I,1S,2K,3I,1S
5984,COAL,COAT,COLT,HOLT,HALT,HALL,T,L,H,A,L,1C,3A,1C,2O,4T,3L,3L,4T
5985,HEAP,HEAD,HELD,HOLD,GOLD,GOLF,D,L,O,G,F,1H,2E,2E,4D,4D,1H,2O,3L
5986,LADS,LAWS,LOWS,BOWS,BOWL,BOIL,W,O,B,L,I,4S,2A,1L,4S,2O,4S,3W,1B
5987,GRID,GRAD,BRAD,BEAD,DEAD,DEED,A,B,E,D,E,1G,2R,3A,2R,4D,1B,2E,4D
5988,BORE,LORE,LOSE,LOST,LUST,JUST,L,S,T,U,J,2O,4E,2O,1L,3S,2O,4T,1L
5989,LATE,MATE,MATT,MAST,MUST,DUST,M,T,S,U,D,2A,3T,1M,3T,4T,1M,3S,4T
5990,RAPE,RAPS,REPS,REES,REED,READ,S,E,E,D,A,1R,2A,4S,1R,1R,2E,3E,2E
5991,FREE,FLEE,FLED,SLED,SUED,SUES,L,D,S,U,S,3E,1F,2L,1F,2L,4D,1S,4D
5992,DICE,DINE,DONE,DONS,MONS,MOBS,N,O,S,M,B,4E,2I,4E,1D,1D,2O,3N,4S
5993,LISP,LIST,LAST,HAST,HASH,HATH,T,A,H,H,T,1L,3S,4T,1L,3S,4T,1H,2A
5994,WILL,DILL,DELL,DEAL,DEAD,LEAD,D,E,A,D,L,4L,3L,1D,3L,1D,4L,1D,2E
5995,TORN,BORN,BARN,BARS,BAGS,TAGS,B,A,S,G,T,3R,4N,3R,4N,2A,3R,1B,2A
5996,MAUD,MAID,PAID,PAIR,PARR,PARA,I,P,R,R,A,1M,2A,2A,4D,1P,2A,4R,2A
5997,MINE,MANE,MATE,MATH,METH,META,A,T,H,E,A,3N,4E,2A,4E,2A,3T,3T,4H
5998,PICK,SICK,SILK,SILL,DILL,DOLL,S,L,L,D,O,4K,3C,2I,4K,3L,2I,3L,4L
5999,BLEW,BLED,SLED,SEED,SEER,BEER,D,S,E,R,B,1B,2L,4D,3E,3E,4D,3E,2E
6000,SEEK,SEES,SUES,SUBS,TUBS,TUBE,S,U,B,T,E,3E,1S,4S,3E,4S,1S,3B,2U
6001,HONG,BONG,BANG,BANE,BARE,WARE,B,A,E,R,W,3N,2O,1B,3N,2A,3N,4E,1B
6002,BOYS,BAYS,BAGS,MAGS,MAGE,MAKE,A,G,M,E,K,1B,3Y,4S,2A,2A,3G,3G,2A
6003,RACK,BACK,BANK,BANS,BUNS,GUNS,B,N,S,U,G,4K,3C,2A,1B,1B,3N,3N,1B
6004,KIRK,KICK,NICK,NECK,BECK,BEAK,C,N,E,B,A,4K,2I,3C,2I,4K,3C,2E,4K
6005,LIST,LEST,BEST,BEAT,BEAD,BRAD,E,B,A,D,R,3S,1L,2E,4T,4T,1B,2E,3A
6006,AXEL,AXES,ARES,ARMS,AIMS,RIMS,S,R,M,I,R,3E,2X,3E,1A,4S,2R,1A,3M
6007,WASP,WARP,CARP,CARS,CANS,CONS,R,C,S,N,O,1W,2A,4P,2A,3R,1C,1C,2A
6008,WASP,WASH,LASH,LAST,LEST,LEFT,H,L,T,E,F,2A,3S,4H,2A,2A,1L,3S,1L
6009,GRUB,GRAB,GRAM,GLAM,SLAM,SPAM,A,M,L,S,P,2R,1G,3A,2R,1G,3A,4M,3A
6010,JAKE,BAKE,BALE,BALL,BILL,WILL,B,L,L,I,W,3K,2A,1B,2A,1B,3L,4L,1B
6011,LACY,LACK,LOCK,LOOK,NOOK,NOON,K,O,O,N,N,2A,3C,4K,3C,2O,4K,3O,2O
6012,BANS,SANS,SONS,SOUS,SOUR,TOUR,S,O,U,R,T,3N,4S,3N,4S,2O,4S,2O,3U
6013,SEED,SEES,BEES,BETS,BETH,METH,S,B,T,H,M,3E,2E,4S,3E,2E,4S,3T,1B
6014,FADE,FAME,CAME,CAMS,JAMS,JAWS,M,C,S,J,W,1F,2A,4E,3M,3M,2A,2A,3M
6015,LORE,CORE,CARE,CATE,HATE,HATH,C,A,T,H,H,3R,4E,3R,4E,2A,4E,4E,2A
6016,NORM,FORM,FORT,FOOT,SOOT,SHOT,F,T,O,S,H,3R,4M,3R,2O,1F,2O,3O,2O
6017,MINT,MINE,MANE,CANE,CAPE,TAPE,E,A,C,P,T,1M,2I,1M,3N,4E,3N,2A,1C
6018,GOSH,JOSH,JOSS,MOSS,MONS,MONK,J,S,M,N,K,3S,2O,3S,1J,4S,2O,4S,1M
6019,JANE,PANE,PANS,PAWS,PAWN,FAWN,P,S,W,N,F,2A,4E,3N,2A,1P,2A,3W,1P
6020,DOES,DOCS,DOCK,SOCK,SICK,SILK,C,K,S,I,L,4S,2O,3C,2O,2O,3C,3C,4K
6021,SAGA,SAGE,RAGE,RAPE,ROPE,ROSE,E,R,P,O,S,3G,1S,4E,2A,2A,4E,3P,1R
6022,FIVE,FAVE,FARE,WARE,WARY,VARY,A,R,W,Y,V,4E,1F,4E,2A,3R,2A,1W,3R
6023,HITS,HISS,MISS,MIST,GIST,GIFT,S,M,T,G,F,2I,4S,2I,4S,3S,1M,3S,2I
6024,SUNK,BUNK,BANK,BANE,BONE,BODE,B,A,E,O,D,4K,2U,3N,4K,3N,1B,1B,3N
6025,DAMP,LAMP,LAME,LANE,LANG,HANG,L,E,N,G,H,3M,2A,1L,3M,1L,4E,1L,3N
6026,EAST,CAST,CASE,CAPE,COPE,DOPE,C,E,P,O,D,4T,3S,1C,2A,2A,1C,1C,3P
6027,BRAN,BRAS,BIAS,BIDS,KIDS,KISS,S,I,D,K,S,2R,3A,4S,3A,2I,4S,2I,3D
6028,HANG,BANG,BANS,BATS,BATH,OATH,B,S,T,H,O,4G,3N,2A,3N,4S,2A,3T,1B
6029,SETS,GETS,GUTS,OUTS,OURS,FURS,G,U,O,R,F,2E,3T,4S,1G,3T,4S,1O,2U
6030,CONE,BONE,BOND,BEND,FEND,FEED,B,D,E,F,E,4E,3N,2O,3N,3N,1B,3N,2E
6031,HANG,DANG,DONG,DONS,DOGS,DIGS,D,O,S,G,I,2A,3N,1D,3N,3N,1D,1D,2O
6032,NEAR,PEAR,PEAK,PERK,PORK,CORK,P,K,R,O,C,3A,4R,1P,2E,1P,4K,4K,3R
6033,PROF,PROP,PREP,PEEP,PEED,NEED,P,E,E,D,N,1P,3O,4P,1P,4P,3E,1P,2E
6034,BOWS,BOSS,BASS,BARS,WARS,WARM,S,A,R,W,M,4S,2O,4S,3S,2A,1B,4S,3R
6035,VIDS,LIDS,LADS,LABS,CABS,CUBS,L,A,B,C,U,3D,2I,4S,3D,1L,4S,4S,2A
6036,PECK,PICK,LICK,LICE,LIME,LIMA,I,L,E,M,A,3C,4K,3C,4K,2I,3C,2I,1L
6037,SHIP,SHIN,THIN,THEN,WHEN,WREN,N,T,E,W,R,2H,3I,2H,3I,1T,2H,4N,2H
6038,SHAG,SHAM,SEAM,SEAT,MEAT,MOAT,M,E,T,M,O,1S,2H,3A,4M,3A,1S,4T,2E
6039,WORE,FORE,FARE,FATE,FATS,FITS,F,A,T,S,I,4E,3R,4E,1F,1F,4E,1F,2A
6040,TASK,TACK,BACK,BECK,BEAK,BEAU,C,B,E,A,U,4K,1T,2A,4K,1B,3C,4K,1B
6041,BACK,BUCK,BULK,BULL,BELL,YELL,U,L,L,E,Y,3C,1B,1B,4K,2U,3L,4L,1B
6042,LACY,LACE,LAME,LAMA,MAMA,MAYA,E,M,A,M,Y,1L,3C,4E,1L,1L,3M,4A,3M
6043,WOMB,TOMB,TOME,TORE,TORT,TART,T,E,R,T,A,3M,4B,3M,2O,4E,2O,3R,2O
6044,KART,MART,MARS,MANS,MONS,MONO,M,S,N,O,O,2A,4T,3R,1M,1M,4S,1M,4S
6045,BABY,BABE,BANE,BANS,BAYS,JAYS,E,N,S,Y,J,1B,2A,1B,4E,2A,3N,1B,2A
6046,GENE,GENT,TENT,TINT,TINY,TIDY,T,T,I,Y,D,1G,2E,3N,2E,3N,1T,3N,1T
6047,TALK,TALE,PALE,PILE,PIKE,PUKE,E,P,I,K,U,3L,2A,4E,3L,4E,1P,4E,2I
6048,WOOF,WOLF,GOLF,GULF,GULL,FULL,L,G,U,L,F,4F,2O,3L,4F,3L,4F,1G,3L
6049,DAYS,BAYS,BOYS,BOOS,BOOT,TOOT,B,O,O,T,T,4S,2A,4S,1B,2O,4S,1B,2O
6050,GENE,GENT,LENT,LEFT,LIFT,SIFT,T,L,F,I,S,3N,1G,4T,2E,4T,2E,3F,1L
6051,SINK,SINS,SONS,DONS,DOGS,HOGS,S,O,D,G,H,2I,1S,1S,4S,4S,2O,2O,4S
6052,TENT,TINT,PINT,PANT,PART,KART,I,P,A,R,K,3N,4T,3N,2I,3N,1P,2A,4T
6053,LICK,PICK,PECK,PEAK,LEAK,LEAR,P,E,A,L,R,4K,2I,1P,3C,1P,2E,2E,3A
6054,SOLO,SILO,MILO,MILE,MICE,RICE,I,M,E,C,R,4O,1S,4O,2I,1M,3L,2I,1M
6055,POEM,POET,PORT,MORT,MART,MARA,T,R,M,A,A,2O,1P,2O,4T,3R,4T,1M,3R
6056,MOST,MOAT,MEAT,SEAT,STAT,STAY,A,E,S,T,Y,1M,2O,3A,1M,3A,2E,4T,1S
6057,ARIA,AREA,ARES,APES,APPS,ALPS,E,S,P,P,L,1A,2R,1A,2R,3E,1A,1A,4S
6058,HALL,HILL,MILL,MILD,MIND,MINI,I,M,D,N,I,3L,4L,4L,3L,1M,2I,1M,4D
6059,DRIP,DROP,CROP,CROW,CREW,GREW,O,C,W,E,G,2R,4P,4P,2R,1C,3O,2R,1C
6060,PASS,PAST,CAST,COST,COSY,ROSY,T,C,O,Y,R,2A,1P,2A,4T,3S,4T,2O,3S
6061,RIMS,AIMS,AIDS,BIDS,BIOS,BOOS,A,D,B,O,O,2I,4S,4S,1A,4S,3D,1B,2I
6062,FAME,CAME,COME,CODE,BODE,BODY,C,O,D,B,Y,3M,2A,4E,1C,2O,1C,4E,2O
6063,LIVE,LIKE,LAKE,CAKE,CARE,CARB,K,A,C,R,B,4E,2I,3K,4E,2A,4E,1C,4E
6064,BLUE,BLUR,SLUR,SLUM,SLIM,SLID,R,S,M,I,D,3U,2L,3U,2L,1S,2L,1S,2L
6065,MINA,MIND,MEND,MEAD,MEAT,NEAT,D,E,A,T,N,3N,2I,1M,3N,4D,1M,1M,2E
6066,FINE,FIND,FOND,FONT,FOOT,LOOT,D,O,T,O,L,3N,1F,3N,4D,2O,1F,4T,1F
6067,JEEP,PEEP,PEEK,PECK,DECK,DOCK,P,K,C,D,O,4P,2E,2E,3E,4K,2E,4K,2E
6068,KERN,KEEN,KEEP,JEEP,JEEZ,GEEZ,E,P,J,Z,G,2E,1K,3E,2E,3E,2E,3E,2E
6069,CARR,CART,CAST,LAST,LUST,RUST,T,S,L,U,R,2A,1C,2A,4T,3S,4T,1L,4T
6070,EROS,BROS,BRAS,BRAD,GRAD,GRAB,B,A,D,G,B,3O,2R,1B,2R,1B,2R,2R,3A
6071,CARR,PARR,PARK,PACK,SACK,SOCK,P,K,C,S,O,2A,3R,2A,3R,2A,4K,4K,3C
6072,FLEX,FLED,FEED,FEES,FEDS,MEDS,D,E,S,D,M,2L,3E,4D,1F,2E,1F,2E,1F
6073,TOUR,SOUR,SLUR,SLUG,SMUG,SMOG,S,L,G,M,O,2O,4R,3U,1S,3U,2L,4G,3U
6074,HINT,MINT,MIST,MAST,MASH,BASH,M,S,A,H,B,2I,3N,4T,1M,3S,1M,2A,1M
6075,MONK,MONS,CONS,CONN,CORN,BORN,S,C,N,R,B,2O,1M,4S,3N,3N,2O,2O,1C
6076,MARS,MASS,MOSS,JOSS,JOSH,GOSH,S,O,J,H,G,2A,1M,1M,3S,2O,3S,2O,3S
6077,CASE,BASE,BALE,BALL,BELL,WELL,B,L,L,E,W,4E,3S,1B,2A,2A,3L,4L,3L
6078,ZOOS,BOOS,BOYS,BUYS,BUGS,HUGS,B,Y,U,G,H,2O,4S,2O,4S,4S,3Y,1B,4S
6079,GUNS,BUNS,BANS,BATS,FATS,FATE,B,A,T,F,E,2U,4S,1B,3N,4S,2A,2A,4S
6080,HELP,HEAP,HEAT,BEAT,BEST,TEST,A,T,B,S,T,1H,2E,3A,1H,3A,4T,2E,1B
6081,HELD,HOLD,GOLD,GOOD,GOON,NOON,O,G,O,N,N,3L,1H,3L,2O,4D,1G,3O,2O
6082,FAWN,PAWN,PAWS,PALS,GALS,GALL,P,S,L,G,L,3W,2A,2A,3W,1P,4S,4S,2A
6083,CANS,CARS,CARL,CALL,CELL,FELL,R,L,L,E,F,1C,4S,2A,3R,1C,4L,1C,3L
6084,SAKE,SANE,SAND,SAID,SLID,SLIT,N,D,I,L,T,4E,1S,3N,2A,4D,2A,1S,4D
6085,CREW,BREW,BROW,BROS,BIOS,BINS,B,O,S,I,N,4W,3E,2R,4W,1B,3O,1B,4S
6086,TORN,BORN,BOON,BOOT,BOAT,BOAR,B,O,T,A,R,3R,4N,4N,2O,1B,3O,4T,1B
6087,HOOP,HOOK,LOOK,LOCK,LACK,PACK,K,L,C,A,P,3O,1H,4K,2O,4K,2O,1L,3C
6088,GAVE,GALE,GALL,TALL,TAIL,TOIL,L,L,T,I,O,4E,1G,2A,3L,4L,2A,4L,2A
6089,FOUL,FOOL,FOOD,FOND,FIND,FINS,O,D,N,I,S,1F,4L,1F,2O,2O,4D,1F,4D
6090,RIFE,RITE,BITE,BILE,BILL,BULL,T,B,L,L,U,1R,4E,2I,4E,4E,1B,2I,1B
6091,KART,HART,HALT,HOLT,HOLY,POLY,H,L,O,Y,P,3R,2A,4T,2A,4T,1H,2O,1H
6092,TANK,BANK,BAND,BOND,FOND,FORD,B,D,O,F,R,4K,2A,1B,2A,1B,3N,3N,4D
6093,LOCO,LOCK,LOOK,LOOT,LOST,POST,K,O,T,S,P,3C,1L,2O,4K,1L,2O,1L,4T
6094,COAT,BOAT,BEAT,BELT,BELL,FELL,B,E,L,L,F,4T,3A,3A,1B,4T,1B,3L,2E
6095,CHEF,CHEW,CREW,BREW,BREE,BRIE,W,R,B,E,I,2H,1C,3E,4W,3E,4W,3E,2R
6096,SOLD,SOLE,POLE,PALE,PACE,PACK,E,P,A,C,K,1S,2O,4E,2O,4E,3L,2A,1P
6097,COAL,COOL,POOL,POLL,PULL,LULL,O,P,L,U,L,1C,4L,4L,2O,1P,2O,4L,1P
6098,FALL,FAIL,SAIL,SAID,SKID,SKIN,I,S,D,K,N,4L,2A,3I,4L,3I,2A,1S,3I
6099,KICK,SICK,SILK,SILL,HILL,HALL,S,L,L,H,A,4K,3C,1S,2I,1S,3L,3L,4L
6100,LOCH,LOCK,LICK,LINK,LING,LONG,K,I,N,G,O,1L,2O,1L,3C,1L,4K,2I,3N
6101,SPAT,SEAT,SEAL,VEAL,VEIL,VEIN,E,L,V,I,N,3A,1S,1S,2E,2E,3A,1V,2E
6102,CARE,CORE,SORE,SORT,SOOT,SLOT,O,S,T,O,L,3R,4E,3R,4E,3R,1S,1S,2O
6103,COLE,CONE,BONE,BANE,BANK,YANK,N,B,A,K,Y,1C,4E,2O,4E,4E,3N,3N,1B
6104,NECK,BECK,BACK,BARK,BARS,MARS,B,A,R,S,M,2E,4K,4K,1B,4K,2A,2A,1B
6105,NODS,PODS,POTS,PETS,PEAS,PEAK,P,T,E,A,K,2O,4S,2O,4S,1P,4S,2E,4S
6106,HATE,LATE,LANE,LANG,LING,SING,L,N,G,I,S,3T,2A,4E,2A,1L,2A,4G,1L
6107,FROM,PROM,PROP,PREP,PEEP,PEED,P,P,E,E,D,3O,4M,2R,3O,1P,4P,1P,3E
6108,HUGS,HUES,DUES,DIES,DIED,LIED,E,D,I,D,L,2U,1H,2U,3E,3E,4S,3E,2I
6109,LINN,LINK,LICK,LUCK,MUCK,MUSK,K,C,U,M,S,1L,2I,2I,4K,3C,1L,4K,3C
6110,LOAF,LEAF,LEAD,BEAD,BEAT,BEST,E,D,B,T,S,4F,1L,3A,2E,3A,4D,3A,1B
6111,PICK,LICK,LICE,LITE,CITE,CUTE,L,E,T,C,U,3C,4K,1L,3C,4E,1L,2I,3T
6112,FELL,BELL,BALL,BALD,BAND,BANK,B,A,D,N,K,4L,3L,3L,4L,2A,3L,2A,4D
6113,HERD,HARD,CARD,CARS,CAPS,COPS,A,C,S,P,O,1H,3R,2A,3R,2A,3R,1C,2A
6114,CURB,CURE,CORE,COPE,POPE,PIPE,E,O,P,P,I,2U,3R,4E,3R,4E,2O,2O,3P
6115,CARR,CART,CAST,FAST,FEST,REST,T,S,F,E,R,1C,2A,1C,2A,2A,4T,1F,4T
6116,FIAT,FIST,MIST,MISS,KISS,KITS,S,M,S,K,T,4T,1F,3S,2I,3S,1M,2I,3S
6117,DICE,DINE,PINE,PINS,PENS,PETS,N,P,S,E,T,2I,4E,4E,2I,2I,3N,3N,4S
6118,BARD,HARD,HERD,HEED,DEED,DEEP,H,E,E,D,P,2A,4D,1H,4D,4D,1H,3E,2E
6119,ALUM,SLUM,SLAM,SEAM,BEAM,BEAK,S,A,E,B,K,2L,3U,4M,2L,3A,4M,4M,3A
6120,WREN,WHEN,THEN,THIN,CHIN,CHIP,H,T,I,C,P,1W,3E,3E,4N,2H,1T,4N,2H
6121,SINE,DINE,DIRE,DIRT,DIET,DUET,D,R,T,E,U,2I,4E,4E,1D,2I,3R,1D,4T
6122,BABA,BABE,BASE,CASE,CAST,LAST,E,S,C,T,L,2A,1B,2A,4E,4E,3S,3S,1C
6123,RANK,DANK,DARK,DART,TART,TORT,D,R,T,T,O,4K,3N,4K,2A,3R,2A,2A,4T
6124,EARN,BARN,BARE,BORE,CORE,COVE,B,E,O,C,V,3R,4N,2A,1B,1B,4E,2O,3R
6125,SUMO,SUMS,SUES,SEES,LEES,LENS,S,E,E,L,N,1S,2U,4S,2U,3E,4S,2E,3E
6126,WEEK,WEAK,BEAK,BEAT,BOAT,BOUT,A,B,T,O,U,4K,2E,4K,2E,3A,1B,4T,3A
6127,LAID,LAND,LANG,LING,TING,TINY,N,G,I,T,Y,2A,4D,1L,3N,3N,1L,2I,4G
6128,LEND,FEND,FOND,FOOD,HOOD,HOOP,F,O,O,H,P,3N,2E,3N,1F,4D,2O,3O,2O
6129,BRAT,BEAT,BELT,BELL,TELL,TELE,E,L,L,T,E,3A,4T,1B,4T,2E,1B,4L,3L
6130,RICE,RICK,ROCK,SOCK,SOAK,SOAR,K,O,S,A,R,2I,3C,4K,1R,2O,4K,1S,4K
6131,LEWD,LEAD,BEAD,BEAR,BEER,VEER,A,B,R,E,V,2E,1L,4D,2E,1B,2E,4R,1B
6132,NADA,DADA,DADS,LADS,LAWS,LOWS,D,S,L,W,O,4A,3D,3D,1D,2A,3D,2A,1L
6133,TABS,TUBS,SUBS,SOBS,SOUS,SOUL,U,S,O,U,L,1T,3B,3B,2U,4S,1S,1S,2O
6134,DISH,FISH,FIST,FEST,FEET,FRET,F,T,E,E,R,4H,2I,3S,2I,3S,4T,4T,1F
6135,WHOM,WHIM,WHIP,SHIP,SLIP,SLIM,I,P,S,L,M,4M,1W,1W,2H,2H,3I,1S,4P
6136,TRAP,TRAM,TEAM,SEAM,SEEM,SEEK,M,E,S,E,K,3A,1T,3A,1T,4M,2E,2E,1S
6137,SODA,SOMA,SOME,HOME,HOSE,HOST,M,E,H,S,T,1S,4A,3M,2O,4E,2O,4E,1H
6138,RUDE,RULE,MULE,MALE,MALL,MAIL,L,M,A,L,I,2U,4E,3L,2U,1M,3L,3L,1M
6139,FITS,FATS,CATS,CARS,CART,CURT,A,C,R,T,U,3T,4S,2A,4S,4S,2A,2A,1C
6140,FIST,FAST,CAST,CART,CARE,CORE,A,C,R,E,O,1F,3S,3S,4T,4T,1C,1C,2A
6141,CREW,BREW,BREE,BRIE,BRIM,TRIM,B,E,I,M,T,2R,3E,3E,1B,4E,2R,1B,3I
6142,FORM,FORE,LORE,LOSE,LOSS,TOSS,E,L,S,S,T,2O,3R,2O,4E,4E,2O,2O,3S
6143,FAWN,PAWN,PAWS,PANS,PANT,PACT,P,S,N,T,C,3W,2A,2A,1P,1P,4S,1P,2A
6144,FOLD,HOLD,HOLE,HOPE,HOPS,HOGS,H,E,P,S,G,2O,4D,2O,1H,4E,1H,2O,3P
6145,SOUR,POUR,POOR,POOL,POLL,POLE,P,O,L,L,E,3U,4R,1P,2O,3O,2O,1P,2O
6146,MOLD,BOLD,BOND,BIND,BINS,BIDS,B,N,I,S,D,3L,4D,2O,4D,1B,4D,3N,1B
6147,KEEP,BEEP,BEES,LEES,LESS,LASS,B,S,L,S,A,2E,4P,1B,2E,3E,2E,2E,4S
6148,RUSE,MUSE,MUSK,DUSK,DUCK,DOCK,M,K,D,C,O,2U,3S,1M,3S,3S,2U,2U,1D
