Date,Hard,Medium,Easy
2030-05-16,6034,3971,3537
2030-05-17,9272,953,7063
2030-05-18,8262,2848,7089
2030-05-19,9570,7767,6410
2030-05-20,5274,4714,7801
2030-05-21,2812,6191,2165
2030-05-22,6587,490,7818
2030-05-23,9503,7230,1298
2030-05-24,8820,8132,6780
2030-05-25,2848,5770,7360
2030-05-26,2453,4807,7878
2030-05-27,6625,3533,1370
2030-05-28,2790,6756,3126
2030-05-29,9808,6663,8640
2030-05-30,7991,4291,2603
2030-05-31,1712,6748,5021
2030-06-01,9248,3056,1803
2030-06-02,5948,6644,4185
2030-06-03,6436,7201,3351
2030-06-04,472,3372,931
2030-06-05,1674,3656,4521
2030-06-06,4363,8114,4039
2030-06-07,8688,7678,5196
2030-06-08,8045,8864,2410
2030-06-09,270,8802,7898
2030-06-10,2777,9869,3848
2030-06-11,2807,1346,8071
2030-06-12,6092,5453,3152
2030-06-13,6492,861,2159
2030-06-14,5338,5209,3319
2030-06-15,5309,6510,724
2030-06-16,2908,4223,977
2030-06-17,3245,8464,8216
2030-06-18,4641,9179,4868
2030-06-19,6800,8063,7420
2030-06-20,213,7368,4878
2030-06-21,4430,3337,3339
2030-06-22,1892,7636,3175
2030-06-23,4022,3266,2889
2030-06-24,33,608,4842
2030-06-25,3854,8178,5398
2030-06-26,4408,2717,2404
2030-06-27,6191,4078,1706
2030-06-28,8687,1762,3574
2030-06-29,5475,4737,1677
2030-06-30,8800,637,5558
2030-07-01,6346,8210,7373
2030-07-02,9521,7212,7299
2030-07-03,5677,1129,4165
2030-07-04,1118,4204,3885
2030-07-05,3647,3224,7951
2030-07-06,1977,4094,424
2030-07-07,7178,5561,3589
2030-07-08,1472,2885,9211
2030-07-09,5174,2081,2695
2030-07-10,3186,8483,3285
2030-07-11,2211,7677,1482
2030-07-12,7256,6237,4100
2030-07-13,7097,8214,2082
2030-07-14,4486,5187,565
2030-07-15,1373,8371,5510
2030-07-16,5670,3603,2756
2030-07-17,1076,8347,9154
2030-07-18,5865,494,6651
2030-07-19,1177,3983,4018
2030-07-20,8950,5247,1580
2030-07-21,9667,1091,6155
2030-07-22,776,1748,5845
2030-07-23,1017,5907,2727
2030-07-24,5046,2293,2239
2030-07-25,9507,4802,8285
2030-07-26,5516,1007,1403
2030-07-27,3604,3119,6885
2030-07-28,3022,4360,45
2030-07-29,6988,7638,2067
2030-07-30,9480,2331,6189
2030-07-31,7655,5450,3979
2030-08-01,1280,3187,532
2030-08-02,1483,6184,1805
2030-08-03,5815,1990,7474
2030-08-04,5513,5993,3164
2030-08-05,6672,2937,5238
2030-08-06,8861,9082,7975
2030-08-07,6775,4797,726
2030-08-08,1089,873,1149
2030-08-09,7009,7770,2409
2030-08-10,9352,1867,6909
2030-08-11,6763,150,7693
2030-08-12,6354,7484,6730
2030-08-13,3216,1504,4975
2030-08-14,1193,5022,4684
2030-08-15,351,2026,1732
2030-08-16,4592,6538,8352
2030-08-17,4968,6415,2504
2030-08-18,2938,9696,3595
2030-08-19,9541,9642,2687
2030-08-20,3352,5700,5293
2030-08-21,1218,2583,7010
2030-08-22,779,7177,9452
2030-08-23,7053,9665,1103
2030-08-24,610,4700,4095
2030-08-25,4911,354,9017
2030-08-26,7919,7460,8074
2030-08-27,8278,6405,727
2030-08-28,5576,136,4230
2030-08-29,8793,5598,4838
2030-08-30,463,303,4425
2030-08-31,382,9930,8535
2030-09-01,3342,1264,5382
2030-09-02,5594,802,5418
2030-09-03,3684,6747,4183
2030-09-04,6496,8840,7342
2030-09-05,9342,7626,5822
2030-09-06,6632,7318,2366
2030-09-07,5669,7780,3173
2030-09-08,5132,1910,1587
2030-09-09,9910,3615,7635
2030-09-10,2248,9193,4547
2030-09-11,4871,5786,6331
2030-09-12,8515,5797,7542
2030-09-13,4372,8262,1329
2030-09-14,9565,906,2824
2030-09-15,7887,4303,4478
2030-09-16,9227,8899,8266
2030-09-17,2489,4332,6712
2030-09-18,7633,4876,7280
2030-09-19,5759,6485,3052
2030-09-20,5956,4507,196
2030-09-21,7840,8334,5079
2030-09-22,7403,2972,4326
2030-09-23,5156,6801,3910
2030-09-24,2977,445,7581
2030-09-25,9076,1743,1660
2030-09-26,4864,7291,4343
2030-09-27,7217,4577,3324
2030-09-28,103,1558,8165
2030-09-29,4454,3219,7232
2030-09-30,3495,2286,5176
2030-10-01,3410,987,6669
2030-10-02,6925,4200,4609
2030-10-03,657,8750,239
2030-10-04,4285,5981,131
2030-10-05,3228,5262,7945
2030-10-06,3380,3702,8772
2030-10-07,2400,1817,9718
2030-10-08,172,6408,3798
2030-10-09,9090,791,8981
2030-10-10,3728,7980,7407
2030-10-11,851,2947,9867
2030-10-12,9553,5845,1057
2030-10-13,4116,1521,5502
2030-10-14,8396,94,8834
2030-10-15,9155,2589,8745
2030-10-16,618,4617,3471
2030-10-17,254,4813,4157
2030-10-18,9829,3408,1001
2030-10-19,9748,3288,46
2030-10-20,6934,5757,4067
2030-10-21,79,7389,2176
2030-10-22,7326,5550,218
2030-10-23,9739,1880,3814
2030-10-24,7458,9309,1391
2030-10-25,6839,2811,9642
2030-10-26,8287,9761,8870
2030-10-27,6553,9971,9578
2030-10-28,4463,6696,6153
2030-10-29,4125,4264,4717
2030-10-30,4163,1590,5697
2030-10-31,2091,483,353
2030-11-01,9641,6107,953
2030-11-02,7340,1904,9548
2030-11-03,7626,649,6739
2030-11-04,777,6187,9059
2030-11-05,5065,5173,8762
2030-11-06,9040,2280,7131
2030-11-07,9648,7993,3214
2030-11-08,3639,7276,8782
2030-11-09,5562,1836,30
2030-11-10,4479,4219,9967
2030-11-11,6307,5672,3072
2030-11-12,7352,3699,8405
2030-11-13,3332,4025,4315
2030-11-14,2732,321,5408
2030-11-15,5571,7724,2780
2030-11-16,7752,4189,1605
2030-11-17,5716,770,2416
2030-11-18,4719,2568,4831
2030-11-19,6448,6783,8771
2030-11-20,8598,8760,378
2030-11-21,8780,3691,1654
2030-11-22,9339,6013,1086
2030-11-23,6523,6029,2550
2030-11-24,8976,7456,6834
2030-11-25,5659,558,8568
2030-11-26,2684,3102,8578
2030-11-27,7985,5558,2038
2030-11-28,9789,895,9487
2030-11-29,2614,3341,2251
2030-11-30,4568,4444,1718
2030-12-01,3756,9739,467
2030-12-02,3537,9729,568
2030-12-03,3801,2438,6353
2030-12-04,1200,7587,2775
2030-12-05,9862,9888,463
2030-12-06,1833,7423,2596
2030-12-07,4967,6436,8161
2030-12-08,3475,2944,5520
2030-12-09,3822,4478,5757
2030-12-10,2497,8505,5695
2030-12-11,5894,9501,9169
2030-12-12,5124,6026,3204
2030-12-13,5928,6575,4922
2030-12-14,3123,733,1992
2030-12-15,5854,9456,1531
2030-12-16,3654,852,2078
2030-12-17,226,9031,5355
2030-12-18,2156,7339,7191
2030-12-19,7478,1933,8111
2030-12-20,7699,988,4518
2030-12-21,9538,7350,6921
2030-12-22,7463,7122,216
2030-12-23,5532,2339,3200
2030-12-24,4087,8656,2020
2030-12-25,6851,4036,6976
2030-12-26,3936,4821,7233
2030-12-27,968,9484,1047
2030-12-28,4079,3929,9302
2030-12-29,1634,8701,9791
2030-12-30,2381,223,2519
2030-12-31,7825,2018,6835
2031-01-01,994,9706,9239
2031-01-02,3144,5227,976
2031-01-03,6514,9044,2509
2031-01-04,8072,1887,2787
2031-01-05,8084,6592,1548
2031-01-06,6660,3528,1415
2031-01-07,1016,4479,230
2031-01-08,9934,7387,7177
2031-01-09,1983,4089,3706
2031-01-10,9694,3604,2007
2031-01-11,7749,3859,8190
2031-01-12,4431,4526,9768
2031-01-13,3467,7441,5837
2031-01-14,7889,5878,8927
2031-01-15,1082,5158,7646
2031-01-16,1124,7506,72
2031-01-17,6948,9409,8396
2031-01-18,9958,1009,3569
2031-01-19,3656,8466,8542
2031-01-20,2959,3994,2240
2031-01-21,5998,3869,2320
2031-01-22,3499,807,1528
2031-01-23,2855,3037,8432
2031-01-24,726,4785,6711
2031-01-25,3653,6127,4964
2031-01-26,9434,5573,2585
2031-01-27,9799,2052,14
2031-01-28,7251,2916,3031
2031-01-29,1062,405,1470
2031-01-30,2968,6694,35
2031-01-31,8732,5325,7793
2031-02-01,7798,3400,6732
2031-02-02,5233,926,2842
2031-02-03,8168,6638,6376
2031-02-04,2757,7436,109
2031-02-05,2571,4464,6226
2031-02-06,8016,3733,5038
2031-02-07,6070,3136,4749
2031-02-08,395,696,2227
2031-02-09,1766,6499,9909
2031-02-10,6786,1541,5946
2031-02-11,7240,7412,9343
2031-02-12,355,8469,6613
2031-02-13,9792,14,2337
2031-02-14,8592,5507,9355
2031-02-15,9477,3103,9314
2031-02-16,6375,8246,1907
2031-02-17,7687,2032,2333
2031-02-18,1220,6352,5861
2031-02-19,9027,8821,5172
2031-02-20,6174,7508,518
2031-02-21,6984,1822,8880
2031-02-22,4335,5653,6877
2031-02-23,4457,9697,6298
2031-02-24,6011,333,8416
2031-02-25,9383,1156,8318
2031-02-26,5572,6312,5859
2031-02-27,8997,5245,8468
2031-02-28,8375,5563,2521
2031-03-01,5479,2965,2536
2031-03-02,5556,7151,3762
2031-03-03,6902,6018,2194
2031-03-04,8384,2220,4565
2031-03-05,8117,1716,5412
2031-03-06,3254,2197,3102
2031-03-07,733,7042,7952
2031-03-08,39,5679,2210
2031-03-09,6251,8781,814
2031-03-10,8404,8020,5107
2031-03-11,5425,3308,3341
2031-03-12,9583,2007,6254
2031-03-13,3516,135,1344
2031-03-14,8180,6887,2729
2031-03-15,5126,2112,3118
2031-03-16,4318,5122,1876
2031-03-17,378,9190,9962
2031-03-18,4870,9391,1496
2031-03-19,5128,2665,7350
2031-03-20,8998,3458,7759
2031-03-21,8557,942,4557
2031-03-22,9731,7031,7453
2031-03-23,9682,2484,6944
2031-03-24,6047,1950,9525
2031-03-25,8466,1717,8707
2031-03-26,4669,3415,6344
2031-03-27,8344,1790,4317
2031-03-28,3426,1329,9746
2031-03-29,5476,8208,3667
2031-03-30,7257,1676,7743
2031-03-31,9450,9814,1312
2031-04-01,1371,3507,3068
2031-04-02,77,661,8708
2031-04-03,7790,5323,5167
2031-04-04,3000,4181,1371
2031-04-05,1274,9540,9918
2031-04-06,3353,9543,1864
2031-04-07,6336,3015,1247
2031-04-08,3361,2038,6627
2031-04-09,8630,6831,2275
2031-04-10,2693,9798,8073
2031-04-11,2980,3908,1080
2031-04-12,6110,3909,8083
2031-04-13,2057,1827,2388
2031-04-14,497,8779,8423
2031-04-15,9381,4158,9086
2031-04-16,3267,9296,2635
2031-04-17,3762,8786,9790
2031-04-18,289,627,3053
2031-04-19,1534,7542,6541
2031-04-20,6966,3116,5593
2031-04-21,5876,828,3898
2031-04-22,4352,1514,8441
2031-04-23,7222,8820,906
2031-04-24,9314,1090,6288
2031-04-25,8547,4220,8591
2031-04-26,1861,9065,3378
2031-04-27,2646,963,4354
2031-04-28,3413,2138,5743
2031-04-29,937,9198,2830
2031-04-30,9446,6722,9426
2031-05-01,6874,6428,2556
2031-05-02,2902,3316,1215
2031-05-03,1655,9915,6746
2031-05-04,7199,6848,6767
2031-05-05,8163,1789,5477
2031-05-06,6163,9608,9799
2031-05-07,9249,1068,474
2031-05-08,9614,6082,2126
2031-05-09,652,7307,9872
2031-05-10,4139,9033,9329
2031-05-11,2092,4735,4330
2031-05-12,181,9799,9118
2031-05-13,1122,722,1578
2031-05-14,969,2778,7968
2031-05-15,1026,3802,2560
2031-05-16,8518,2610,6400
2031-05-17,303,6006,5553
2031-05-18,8313,1361,3419
2031-05-19,6217,526,6370
2031-05-20,3141,1585,2859
2031-05-21,911,1048,8580
2031-05-22,9353,7954,5983
2031-05-23,8022,9836,8106
2031-05-24,7254,8652,5693
2031-05-25,5554,560,6905
2031-05-26,4316,318,7919
2031-05-27,2538,8019,2376
2031-05-28,2011,7302,8832
2031-05-29,2160,4139,9284
2031-05-30,1116,1964,1425
2031-05-31,9232,9551,5281
2031-06-01,4663,8785,9330
2031-06-02,1215,596,2871
2031-06-03,2132,3407,3576
2031-06-04,1793,9833,8998
2031-06-05,3736,2059,1909
2031-06-06,6768,3138,7614
2031-06-07,7604,592,9650
2031-06-08,2152,578,7551
2031-06-09,9400,7722,3113
2031-06-10,6908,8874,7389
2031-06-11,5032,5435,8607
2031-06-12,5050,7129,6415
2031-06-13,5559,2151,3188
2031-06-14,7506,3036,1506
2031-06-15,707,5466,7559
2031-06-16,7112,9447,7667
2031-06-17,9933,7625,2154
2031-06-18,9404,5504,9280
2031-06-19,2402,3263,8292
2031-06-20,1880,1256,5784
2031-06-21,4924,8987,6490
2031-06-22,4327,2376,2245
2031-06-23,123,8710,3795
2031-06-24,9191,3344,9943
2031-06-25,2439,5958,8919
2031-06-26,8896,893,3237
2031-06-27,4492,3392,5565
2031-06-28,5918,8726,4775
2031-06-29,9021,5979,3674
2031-06-30,325,3618,2969
2031-07-01,1009,2270,7991
2031-07-02,6091,102,6275
2031-07-03,3520,7391,3436
2031-07-04,2770,1856,5920
2031-07-05,1353,5548,5723
2031-07-06,1054,5724,9559
2031-07-07,9287,6742,5913
2031-07-08,9242,2948,9955
2031-07-09,9222,6876,6355
2031-07-10,9797,3897,2543
2031-07-11,9481,4569,8258
2031-07-12,4879,4152,2268
2031-07-13,4102,5966,3420
2031-07-14,1991,7928,3383
2031-07-15,8191,6492,1029
2031-07-16,309,2634,7852
2031-07-17,2312,1208,7966
2031-07-18,3159,7997,8536
2031-07-19,485,4868,8383
2031-07-20,5652,5806,1729
2031-07-21,5860,9,1939
2031-07-22,2713,9119,8215
2031-07-23,6840,4275,6559
2031-07-24,2285,2985,683
2031-07-25,1427,1204,1839
2031-07-26,4695,7382,2402
2031-07-27,8627,7549,8914
2031-07-28,5804,1049,6504
2031-07-29,2208,2575,6936
2031-07-30,6798,7696,824
2031-07-31,9747,4124,201
2031-08-01,5735,4690,2090
2031-08-02,2119,9395,1451
2031-08-03,5490,1690,4733
2031-08-04,9112,1248,3708
2031-08-05,4461,7337,9830
2031-08-06,1393,5959,3936
2031-08-07,6286,69,7138
2031-08-08,4209,4492,8363
2031-08-09,9046,2835,1346
2031-08-10,8445,441,7201
2031-08-11,539,4326,6109
2031-08-12,5767,6355,2975
2031-08-13,8655,2322,4888
2031-08-14,3221,1713,8316
2031-08-15,4007,7336,6108
2031-08-16,1707,3359,5012
2031-08-17,9396,9530,7738
2031-08-18,6707,2325,4486
2031-08-19,739,9058,2002
2031-08-20,2166,6891,2534
2031-08-21,5502,2142,3165
2031-08-22,6748,8687,685
2031-08-23,6309,9811,7785
2031-08-24,4095,1848,4983
2031-08-25,1302,2260,8585
2031-08-26,7660,5560,8724
2031-08-27,3970,7687,494
2031-08-28,2689,413,6164
2031-08-29,149,427,1011
2031-08-30,8188,9378,4380
2031-08-31,3629,4142,9931
2031-09-01,1405,6752,5561
2031-09-02,5857,2773,8569
2031-09-03,4623,7792,3718
2031-09-04,5305,7480,5407
2031-09-05,806,3889,7045
2031-09-06,2668,463,3627
2031-09-07,4446,4408,7478
2031-09-08,3788,808,8547
2031-09-09,765,5280,8236
2031-09-10,3816,971,8828
2031-09-11,4407,5199,8567
2031-09-12,4309,9442,5590
2031-09-13,6133,6269,8267
2031-09-14,3281,9355,4522
2031-09-15,826,7295,2353
2031-09-16,1487,9162,6822
2031-09-17,4203,8294,482
2031-09-18,105,3148,8407
2031-09-19,4773,9181,1164
2031-09-20,2892,2843,1516
2031-09-21,921,843,7060
2031-09-22,9907,5995,5243
2031-09-23,8398,2932,3776
2031-09-24,5405,8526,5354
2031-09-25,7337,1821,6761
2031-09-26,5018,5969,2093
2031-09-27,529,1033,8452
2031-09-28,5195,6002,6258
2031-09-29,9705,663,7413
2031-09-30,3928,3327,3991
2031-10-01,4049,3975,5220
2031-10-02,5729,3815,8920
2031-10-03,1007,880,59
2031-10-04,4798,4725,419
2031-10-05,807,1518,190
2031-10-06,7553,3370,5646
2031-10-07,6509,4685,7974
2031-10-08,1250,7501,1609
2031-10-09,3378,5317,6096
2031-10-10,4287,1021,3586
2031-10-11,9288,565,8141
2031-10-12,6090,4066,6277
2031-10-13,9526,2824,53
2031-10-14,7590,7793,1684
2031-10-15,7399,8968,4198
2031-10-16,9620,8950,6710
2031-10-17,6559,3,5002
2031-10-18,5370,5436,9557
2031-10-19,2425,6942,1615
2031-10-20,8507,7271,4492
2031-10-21,7858,7047,9855
2031-10-22,7714,5554,6320
2031-10-23,2214,4308,5507
2031-10-24,7528,3901,386
2031-10-25,6562,6466,4136
2031-10-26,6233,7240,9451
2031-10-27,7808,221,9298
2031-10-28,656,1808,2807
2031-10-29,9991,5172,168
2031-10-30,9199,9526,7506
2031-10-31,549,3966,8346
2031-11-01,4475,6470,9774
2031-11-02,9539,4341,4111
2031-11-03,8268,4122,6448
2031-11-04,8196,8062,4255
2031-11-05,5307,1306,6751
2031-11-06,162,3369,6412
2031-11-07,8965,7111,9743
2031-11-08,1159,8061,4395
2031-11-09,8322,410,4646
2031-11-10,2266,6989,5006
2031-11-11,8723,6858,2433
2031-11-12,9956,5771,693
2031-11-13,8475,2108,1727
2031-11-14,9126,446,4730
2031-11-15,2535,9637,8078
2031-11-16,3564,5273,5780
2031-11-17,1911,8274,2055
2031-11-18,3923,7326,9796
2031-11-19,9587,5498,1875
2031-11-20,6567,4609,7742
2031-11-21,5389,347,801
2031-11-22,9812,8751,1764
2031-11-23,9729,6624,971
2031-11-24,5706,9920,2927
2031-11-25,895,3194,5198
2031-11-26,4182,7360,2092
2031-11-27,3438,8169,5032
2031-11-28,6420,8565,114
2031-11-29,9959,1648,5264
2031-11-30,2962,2945,5785
2031-12-01,748,1833,3124
2031-12-02,9188,9071,2046
2031-12-03,8030,9984,6067
2031-12-04,8874,1502,9020
2031-12-05,5160,8339,9034
2031-12-06,5636,3443,7789
2031-12-07,9706,8943,7924
2031-12-08,671,3246,8417
2031-12-09,5662,9289,4378
2031-12-10,1790,6315,8676
2031-12-11,6446,7168,5045
2031-12-12,5352,1321,2319
2031-12-13,1503,6994,7327
2031-12-14,5009,6106,5661
2031-12-15,2300,7244,1858
2031-12-16,5077,7847,4233
2031-12-17,7056,4750,9376
2031-12-18,850,20,7358
2031-12-19,9924,3197,913
2031-12-20,429,5346,9762
2031-12-21,2026,8739,3972
2031-12-22,1058,6519,5818
2031-12-23,161,4825,796
2031-12-24,633,3376,4249
2031-12-25,9212,3363,6483
2031-12-26,9048,7203,5798
2031-12-27,9335,2506,4537
2031-12-28,470,7869,4615
2031-12-29,1340,5736,4019
2031-12-30,8146,7080,9382
2031-12-31,7942,1103,1284
2032-01-01,8625,397,2977
2032-01-02,9517,8015,5461
2032-01-03,9504,4948,8486
2032-01-04,2299,2677,9436
2032-01-05,1407,3312,787
2032-01-06,49,2500,1560
2032-01-07,3196,9937,5733
2032-01-08,7488,5822,5735
2032-01-09,9091,9687,9171
2032-01-10,2840,6838,7756
2032-01-11,3105,8361,7451
2032-01-12,2928,8805,9110
2032-01-13,4498,3734,3685
2032-01-14,1455,7471,9812
2032-01-15,4005,9241,4108
2032-01-16,5631,6522,5597
2032-01-17,7159,1637,4279
2032-01-18,7085,7547,9939
2032-01-19,8534,8758,8599
2032-01-20,3309,5161,8799
2032-01-21,6965,2993,2806
2032-01-22,3974,5224,6008
2032-01-23,6692,1945,4376
2032-01-24,9690,2642,24
2032-01-25,1834,6583,1722
2032-01-26,7845,6745,6000
2032-01-27,9984,3976,147
2032-01-28,1419,4916,7058
2032-01-29,2831,3315,5824
2032-01-30,8815,547,9364
2032-01-31,7902,5674,713
2032-02-01,326,615,3509
2032-02-02,7531,9000,52
2032-02-03,6857,8586,6916
2032-02-04,5300,6704,342
2032-02-05,57,3478,6224
2032-02-06,3298,7370,9638
2032-02-07,6454,5319,2237
2032-02-08,2301,7492,13
2032-02-09,8715,7317,5357
2032-02-10,6715,8724,6217
2032-02-11,7670,5610,7969
2032-02-12,3222,5328,1281
2032-02-13,6957,4946,7734
2032-02-14,6651,9226,2877
2032-02-15,2224,6051,5083
2032-02-16,2290,8538,8102
2032-02-17,1694,8743,8822
2032-02-18,7106,4374,1891
2032-02-19,7612,1382,9960
2032-02-20,9928,8130,7531
2032-02-21,3897,7860,1794
2032-02-22,2472,4437,657
2032-02-23,704,2076,2512
2032-02-24,4217,2623,1628
2032-02-25,6083,9720,6799
2032-02-26,4010,5529,698
2032-02-27,3738,9023,4929
2032-02-28,3012,9503,8710
2032-02-29,8351,7992,8942
2032-03-01,3477,9629,5266
2032-03-02,1957,43,3665
2032-03-03,2076,7658,4413
2032-03-04,8044,1255,8484
2032-03-05,2150,5386,8918
2032-03-06,3778,198,1575
2032-03-07,7465,9753,4138
2032-03-08,6914,8123,3521
2032-03-09,4928,2159,2172
2032-03-10,636,8507,9223
2032-03-11,864,1446,6718
2032-03-12,108,3934,1044
2032-03-13,6790,5131,4213
2032-03-14,4084,4668,7423
2032-03-15,6802,2556,1871
2032-03-16,420,9693,948
2032-03-17,4237,287,1387
2032-03-18,6721,5841,9744
2032-03-19,2871,1171,5322
2032-03-20,3188,1044,1314
2032-03-21,1140,1000,8562
2032-03-22,1003,613,7754
2032-03-23,2963,2633,3943
2032-03-24,2681,4771,1108
2032-03-25,2907,4277,1271
2032-03-26,8661,9334,32
2032-03-27,6459,1752,2699
2032-03-28,6313,6902,9461
2032-03-29,1299,3171,1177
2032-03-30,5073,1508,8815
2032-03-31,573,5066,2130
2032-04-01,4682,277,9288
2032-04-02,6212,9970,5117
2032-04-03,7101,4926,2477
2032-04-04,6411,6380,9760
2032-04-05,6954,5961,8802
2032-04-06,2090,6502,9456
2032-04-07,9554,4258,2743
2032-04-08,4852,5719,9072
2032-04-09,8126,3387,374
2032-04-10,2022,3904,4894
2032-04-11,8063,9222,9454
2032-04-12,4865,9016,679
2032-04-13,7868,3860,1880
2032-04-14,4315,6298,506
2032-04-15,5866,1202,7055
2032-04-16,4925,2536,4436
2032-04-17,360,5827,9061
2032-04-18,1411,6930,5802
2032-04-19,1271,1490,5451
2032-04-20,8241,8338,9822
2032-04-21,4986,496,3833
2032-04-22,7550,7123,8050
2032-04-23,7070,3000,4470
2032-04-24,5155,5480,4276
2032-04-25,2617,9134,5165
2032-04-26,6754,3522,3573
2032-04-27,5511,3433,7304
2032-04-28,1952,8362,3312
2032-04-29,9225,1941,6526
2032-04-30,3590,7707,8426
2032-05-01,5760,7890,4970
2032-05-02,9904,6394,5051
2032-05-03,9016,7531,5955
2032-05-04,3103,5761,2111
2032-05-05,3168,246,4923
2032-05-06,3019,7514,2601
2032-05-07,5497,2857,4850
2032-05-08,5433,8588,3130
2032-05-09,4198,7775,7414
2032-05-10,8816,7475,7711
2032-05-11,5825,3409,145
2032-05-12,5248,9324,6660
2032-05-13,3295,683,4966
2032-05-14,8586,4281,441
2032-05-15,7516,4012,297
2032-05-16,8124,8305,8135
2032-05-17,9489,6286,1465
2032-05-18,9926,2794,9389
2032-05-19,5622,5916,5343
2032-05-20,8554,2174,3
2032-05-21,1649,8300,8109
2032-05-22,3763,4016,7611
2032-05-23,9430,2302,4308
2032-05-24,7503,9512,4410
2032-05-25,3349,5081,2312
2032-05-26,1225,8172,902
2032-05-27,454,58,5821
2032-05-28,3570,6400,539
2032-05-29,7756,5590,8048
2032-05-30,4909,7739,2044
2032-05-31,8164,5623,2943
2032-06-01,2010,7121,7112
2032-06-02,7728,64,148
2032-06-03,8649,1386,8722
2032-06-04,7036,2071,2872
2032-06-05,4932,5127,71
2032-06-06,9395,2714,8049
2032-06-07,1796,3181,6612
2032-06-08,6388,8679,6986
2032-06-09,8865,1849,3181
2032-06-10,8827,3170,9084
2032-06-11,4253,1838,3807
2032-06-12,432,6807,4716
2032-06-13,5907,5473,9427
2032-06-14,4060,8574,1969
2032-06-15,6179,7941,5361
2032-06-16,193,6713,5082
2032-06-17,5524,2802,933
2032-06-18,2343,5642,8301
2032-06-19,4990,8306,7615
2032-06-20,7722,7138,5482
2032-06-21,9292,3591,7592
2032-06-22,9201,660,2241
2032-06-23,7569,6709,9447
2032-06-24,7082,7146,7827
2032-06-25,2245,4578,6318
2032-06-26,8154,6207,9847
2032-06-27,8923,6534,2076
2032-06-28,8786,2300,3920
2032-06-29,2288,5010,4652
2032-06-30,2241,3544,9247
2032-07-01,8946,364,7661
2032-07-02,1669,6214,9195
2032-07-03,1423,506,8055
2032-07-04,8748,4061,3522
2032-07-05,8849,3712,1003
2032-07-06,7941,9437,7872
2032-07-07,4721,73,8858
2032-07-08,6565,1875,6934
2032-07-09,5900,5638,5365
2032-07-10,8558,6118,5559
2032-07-11,6891,7684,5826
2032-07-12,4326,2841,9143
2032-07-13,7149,4824,585
2032-07-14,3542,2245,9792
2032-07-15,6225,4280,9874
2032-07-16,5607,5867,5273
2032-07-17,6410,1431,9333
2032-07-18,1040,5587,8592
2032-07-19,7922,6901,4893
2032-07-20,6149,2447,6029
2032-07-21,7044,3212,264
2032-07-22,5030,8395,2547
2032-07-23,1032,2874,4246
2032-07-24,1167,2215,9481
2032-07-25,2621,5415,4087
2032-07-26,7495,3636,9899
2032-07-27,1979,4520,5660
2032-07-28,1970,181,9673
2032-07-29,7155,9956,197
2032-07-30,9497,3217,9605
2032-07-31,6712,3657,6545
2032-08-01,9072,6505,7395
2032-08-02,5108,1545,6489
2032-08-03,3252,7199,3074
2032-08-04,3836,6381,625
2032-08-05,87,1948,3210
2032-08-06,3958,9350,3330
2032-08-07,8169,619,8767
2032-08-08,2383,8220,2250
2032-08-09,4122,9505,2174
2032-08-10,9972,4960,7202
2032-08-11,2031,719,8735
2032-08-12,9929,729,9183
2032-08-13,5362,2737,4926
2032-08-14,8758,2648,9240
2032-08-15,1420,6059,3909
2032-08-16,3837,3968,652
2032-08-17,735,4972,9660
2032-08-18,7096,8981,7009
2032-08-19,7368,6540,3874
2032-08-20,2828,4503,1364
2032-08-21,9740,1053,2893
2032-08-22,4874,1464,5650
2032-08-23,3425,7936,3291
2032-08-24,9770,1437,7163
2032-08-25,9761,3682,8152
2032-08-26,2416,799,9423
2032-08-27,3621,5026,8254
2032-08-28,3827,4611,5533
2032-08-29,476,2209,2886
2032-08-30,7628,4257,2622
2032-08-31,5407,4706,1040
2032-09-01,3946,492,4222
2032-09-02,5494,4694,291
2032-09-03,3823,9325,1892
2032-09-04,7498,3257,5231
2032-09-05,7917,6252,2460
2032-09-06,8814,4209,1787
2032-09-07,9331,1352,2976
2032-09-08,6599,4933,9267
2032-09-09,5905,1902,9748
2032-09-10,2947,4271,9439
2032-09-11,9688,2097,4000
2032-09-12,4551,3456,8439
2032-09-13,2023,6868,7873
2032-09-14,6598,1060,4090
2032-09-15,1778,2515,4856
2032-09-16,4939,2024,8846
2032-09-17,3960,6270,406
2032-09-18,3577,5900,6388
2032-09-19,342,4068,5724
2032-09-20,7119,9268,8719
2032-09-21,7339,2603,1041
2032-09-22,7180,9035,8961
2032-09-23,2906,3001,5103
2032-09-24,7341,6785,7321
2032-09-25,5411,5500,2095
2032-09-26,1574,2436,7065
2032-09-27,3786,5544,3602
2032-09-28,1053,3096,3493
2032-09-29,7448,6755,9957
2032-09-30,7778,7304,5976
2032-10-01,3043,6447,8219
2032-10-02,811,6250,1290
2032-10-03,1882,3698,2151
2032-10-04,1192,4251,8192
2032-10-05,5863,990,8348
2032-10-06,3414,7406,203
2032-10-07,934,325,892
2032-10-08,5047,3503,952
2032-10-09,6266,7091,5140
2032-10-10,1615,4207,6773
2032-10-11,6962,4032,8147
2032-10-12,565,3097,5906
2032-10-13,7289,620,7771
2032-10-14,2708,7911,8415
2032-10-15,8252,4888,714
2032-10-16,7440,8675,3996
2032-10-17,9675,7496,8093
2032-10-18,7739,183,5009
2032-10-19,1975,8941,6030
2032-10-20,4554,5886,6093
2032-10-21,860,2072,9983
